objid,name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g,distance
1237667911677313048,SDSS J140248.81+225538.96,210.7034,22.92749,17.85,0.02,DAB/sdB,34711,430,5.48,0.00084486615091472
1237657774995341439,SDSS J073701.46+225637.79,114.2561,22.94383,16.53,0.02,sdB,29569,95,5.388,0.000601527907581093
1237665567143559211,SDSS J141542.89+225644.95,213.9287,22.94582,16.26,0.02,DA,24258,100,7.88,0.0322263415081303
1237665442603335685,SDSS J151733.34+225908.09,229.3889,22.98558,16.21,0.02,sdB,29647,70,5.5,0.00086425372067692
1237657878612148395,SDSS J074144.38+230041.00,115.4349,23.01139,18.96,0.01,DA,18707,35,8.433,0.00343031545854091
1237661086955470865,SDSS J081002.56+230046.32,122.5107,23.01287,17.44,0.01,DA,31344,80,8.14,0.00245039276627856
1237666275279372301,SDSS J020146.00+230232.82,30.44167,23.04245,18.62,0.02,DA,21950,167,8.737,0.000967703242087618
1237665530639220743,SDSS J142525.77+230245.35,216.3574,23.04593,18.8,0.02,DABZ,12183,306,8.49,0.00371726120431958
1237662302990041226,SDSS J170732.24+230718.77,256.8843,23.12188,18.61,0.02,DA,25054,182,8.073,0.00132188412952704
1237678584113201246,SDSS J015331.28+230801.79,28.38033,23.13383,18.89,0.02,DB+M,12432,211,8.208,0.00181748040002463
1237664094507237397,SDSS J081544.25+230904.75,123.9344,23.15132,17.8,0.02,A/DA,21915,330,5.704,0.00345108419933537
1237666274202419320,SDSS J012959.98+231211.09,22.49992,23.20308,18.84,0.01,DA,46242,798,8.157,0.00140986939720949
1237667446198960198,SDSS J131925.47+231303.94,199.8561,23.21776,18.21,0.02,DA,44871,701,7.903,0.00166243216465581
1237665442602942611,SDSS J151419.27+231346.13,228.5803,23.22948,17.09,0.01,DA,18201,27,9.39,0.00814389115223274
1237667910600163456,SDSS J132909.67+231454.35,202.2903,23.24843,18.72,0.02,DBA,21100,289,7.98,0.00187181827952435
1237665442602942500,SDSS J151354.27+231622.69,228.4761,23.27297,18.72,0.01,DA,17925,159,7.998,0.00108204601272245
1237662224627007597,SDSS J161437.93+231705.82,243.658,23.28495,17.04,0.01,DBA,11729,54,8,0.00077281821508671
1237662474236592420,SDSS J165558.08+231734.26,253.992,23.29285,18.39,0.01,DA,7619,31,5.581,0.00132396970870435
1237660561893884115,SDSS J075649.91+231736.49,119.208,23.29347,18.79,0.02,DAB,22581,314,5,0.00131544804227987
1237678584112349208,SDSS J014519.69+231752.69,26.33204,23.29797,17.25,0.02,DQ,7500,12,8,0.0166394412470746
1237665429176516640,SDSS J150938.89+231859.18,227.412,23.31644,18.84,0.02,DA,19934,207,8.046,0.000459702763959642
1237665128564392032,SDSS J154943.01+231916.68,237.4292,23.3213,16.75,0.01,DA,30680,67,8.108,0.000922586654026178
1237667255072260189,SDSS J092447.11+231917.65,141.1963,23.32157,15.57,0.01,sdB,29371,154,5.48,0.000905345620398701
1237662303526977594,SDSS J170910.38+231933.47,257.2932,23.32596,17.28,0,DC,8525,500,6.5,0.00233409855494182
1237662641735467098,SDSS J163932.16+232248.83,249.884,23.38023,17.05,0.01,B/sdB,25606,223,5.506,0.00373476889771784
1237665101683097645,SDSS J154242.39+232439.60,235.6766,23.411,18.34,0.02,DA,16144,110,8.146,0.00366892262846966
1237665567680495808,SDSS J141649.53+232533.17,214.2064,23.42588,18.49,0.02,DA,19537,143,8.011,0.0042534077854865
1237665536538443788,SDSS J153239.76+232732.33,233.1657,23.45898,17.46,0.01,DAB:,23651,222,5,0.000772125242875324
1237667212122980411,SDSS J092709.57+232756.74,141.7899,23.46576,18.86,0.02,DA,25656,234,8.134,0.00181408977474551
1237657628429582821,SDSS J074224.66+232804.08,115.6028,23.4678,18.9,0.02,DAH,17709,149,9.28,0.0014990522486646
1237680069639602406,SDSS J013025.42+232805.48,22.60592,23.46819,17.71,0.02,DB,16879,4,8.122,0.00158667601797842
1237662302989844811,SDSS J170630.80+232813.48,256.6283,23.47041,18.53,0.01,DAZ,95818,4008,7.78,0.00265853933673125
1237662303526912100,SDSS J170857.17+232858.15,257.2382,23.48282,18.78,0.02,DAH,19444,210,8.26,0.00276110060940279
1237667783907475536,SDSS J121006.14+233003.06,182.5256,23.50085,17.88,0.03,DAH:,17195,135,8,0.00312628906745239
1237667736654512149,SDSS J120145.67+233048.02,180.4403,23.51334,18.77,0.02,DA,26573,224,7.973,0.00217250390594406
1237667910060605442,SDSS J130153.12+233106.13,195.4713,23.51837,18.75,0.02,DBA,15519,83,8.014,0.00779351258482193
1237667446736420951,SDSS J132526.74+233225.19,201.3614,23.54033,17.55,0.02,DAO,33355,243,5.55,0.000132976687776435
1237665567680102468,SDSS J141255.83+233232.78,213.2326,23.54244,18.63,0.01,DA,18272,196,7.922,0.00122006634471282
1237661463309254794,SDSS J163911.72+233313.07,249.7988,23.55363,16.31,0.01,DAB,32664,148,5.94,0.000731990824043442
1237664668959703191,SDSS J082316.33+233317.70,125.818,23.55492,17.59,0,DBA,20700,500,8.062,0.00115770785193683
1237665373329752131,SDSS J152727.08+233351.25,231.8628,23.56424,17.11,0,DB,16134,50,7.958,0.00368302710837718
1237665128564064338,SDSS J154634.50+233438.03,236.6438,23.57723,17.79,0.01,DA,16673,19,7.976,0.00442559473929431
1237662226238210069,SDSS J162225.22+233804.45,245.6051,23.63457,15.96,0.01,He-sdB,39623,374,5.57,0.00151701007940659
1237662335723634954,SDSS J164054.54+233912.28,250.2272,23.65341,18.65,0.01,DA,14934,311,8.537,0.00198883417121214
1237662666963484788,SDSS J163310.21+233949.18,248.2925,23.66366,17.47,0.01,DAB,33071,217,5.6,0.000835270816955415
1237678584649220126,SDSS J014523.66+234239.31,26.34858,23.71092,18.53,0.02,DA,31583,151,8.657,0.00218002677091293
1237665371717828619,SDSS J151314.24+234248.85,228.3093,23.71357,16.88,0.02,sdB,29630,157,5.54,0.000911787941893136
1237680070176735234,SDSS J013250.66+234308.54,23.21108,23.71904,18.17,0.01,DA,18882,102,8.016,0.000662894677375751
1237665128026603566,SDSS J154026.51+234334.72,235.1105,23.72631,16.46,0.01,DA,17236,48,8.54,0.00216806502926353
1237660764833185960,SDSS J080259.46+234401.90,120.7477,23.73386,18,0.01,DAH:,17573,98,7.94,0.00784636453781979
1237665549965394042,SDSS J143953.61+234453.48,219.9734,23.74819,16.83,0.01,DA,24741,97,8.258,0.00533533899631214
1237662336797638972,SDSS J164451.28+234632.23,251.2137,23.77562,17.07,0.01,DA,19466,90,8.233,0.000956384352559724
1237666275815063673,SDSS J015041.79+234723.06,27.67413,23.78974,17.85,0.01,DA,16132,58,8.09,0.00800915614272837
1237662336797704430,SDSS J164542.89+234830.35,251.4287,23.80843,18.85,0.01,DA,23938,284,7.997,0.00149305863713669
1237665533325737995,SDSS J144826.13+234904.12,222.1089,23.81781,18.63,0.02,DA,14996,169,8.434,0.00799573779464141
1237673739928535731,SDSS J060648.60+234921.97,91.7025,23.82277,17.73,0.01,DAZ,8217,24,5.302,0.000270402695717326
1237665428101201961,SDSS J145350.14+234928.67,223.4589,23.82463,18.3,0.02,DA,20288,161,8.014,0.00202421721050439
1237666276352983119,SDSS J020127.21+234952.72,30.36338,23.83131,16.67,0.01,DO,70000,10000,7.75,0.00122977593712818
1237665372792225834,SDSS J152035.38+235036.96,230.1474,23.8436,17.95,0.02,DA,26320,108,8.027,0.00295221254518942
1237665532250357808,SDSS J143149.25+235100.11,217.9552,23.85003,17.72,0.02,DB,22173,285,7.763,0.00253354306863817
1237666275814735996,SDSS J014729.02+235141.11,26.87092,23.86142,17.85,0.02,DA,19188,106,7.979,0.00543888110443757
1237661086419386403,SDSS J081715.40+235141.54,124.3142,23.86154,18.8,0.01,sdB:,30854,271,5.716,0.000939570918970613
1237667910054772777,SDSS J120352.22+235343.33,180.9676,23.89537,16.75,0.02,sdO,43788,647,5.53,0.00403987531125934
1237657878612672660,SDSS J074541.02+235345.56,116.4209,23.89599,17.21,0.02,DAO/sdO,35493,275,5.58,0.000826703873658324
1237665531175108614,SDSS J141604.47+235404.28,214.0186,23.90119,17.29,0.02,DAH:,17803,113,8.2,0.00534222605109504
1237665428638335031,SDSS J145650.03+235458.39,224.2085,23.91622,17.29,0.01,DA,19663,97,7.885,0.00840527233135084
1237666276352589924,SDSS J015715.19+235514.05,29.31329,23.92057,18.53,0.02,DA,20152,183,8.081,0.003069770511378
1237667911674298497,SDSS J133313.73+235721.96,203.3072,23.9561,18.76,0.02,DQ,8009,41,8,0.00497055663687237
1237660562431017123,SDSS J075733.12+235827.98,119.388,23.97444,18.68,0.01,He-sdB,37416,611,5.59,0.00295577441419876
1237666210856239600,SDSS J180635.71+235908.40,271.6488,23.98567,17.93,0.01,He-sdO,49934,270,6.507,0.000640589398318111
1237662301915447500,SDSS J165920.96+235959.78,254.8373,23.99994,18.31,0.01,DAO,96367,3869,7.72,0.00137574075094148
1237678585186484268,SDSS J014934.48+240046.76,27.39367,24.01299,15.99,0.01,DAZ,6559,12,5.89,0.00497637777130017
1237665548351963191,SDSS J141106.09+240208.59,212.7754,24.03572,17.52,0.02,DA,20759,109,8.053,0.000962320659685247
1237662302452449382,SDSS J170116.02+240351.62,255.3168,24.06434,17.65,0.01,sdB,30713,206,5.48,0.000682358594451352
1237667446733865022,SDSS J125955.17+240541.71,194.9799,24.09492,18.65,0.02,DB,11347,99,8,0.0118055454851189
1237660958643323193,SDSS J080148.72+240557.88,120.453,24.09941,18.81,0.01,DAZ:,29459,270,7.082,0.000755103395641078
1237667446733668401,SDSS J125806.38+240604.64,194.5266,24.10129,18.92,0.02,sdO,37978,1141,5.325,0.00139748638269156
1237664853654372391,SDSS J155919.11+240721.97,239.8296,24.12277,17.28,0.02,DAO/sdO,100000,9000,7.22,0.00158855609159648
1237667447272636453,SDSS J131930.11+241020.46,199.8755,24.17235,17.88,0.02,DA,19657,131,8.043,0.00477041820982262
1237665531712110598,SDSS J141745.42+241222.62,214.4393,24.20628,18.63,0.01,DQ,8822,45,8,0.00109433895056106
1237665548351438876,SDSS J140542.26+241243.20,211.4261,24.212,18.03,0.02,DA,19989,126,8.069,0.00264373023811338
1237667255073439792,SDSS J093537.57+241708.70,143.9065,24.28575,18.22,0.01,DQ,8698,19,8,0.000869550872861885
1237662302989320458,SDSS J170256.38+241757.91,255.7349,24.29942,18.81,0.02,sdB,26880,459,5.01,0.00216344437957575
1237657627893366814,SDSS J074752.40+241814.17,116.9683,24.30394,18.96,0.01,DA,19878,170,7.971,0.00250836731187671
1237680073397895237,SDSS J015217.94+241850.65,28.07475,24.31407,17.03,0.02,DZ,7305,6,8,0.00466454439401624
1237680073397829810,SDSS J015155.22+242148.53,27.98008,24.36348,18.44,0.02,DA,9636,24,8.322,0.000504996651813316
1237667551954534422,SDSS J104652.44+242438.69,161.7185,24.41075,18.03,0.01,DZ,6765,1000,8,0.000913401654737136
1237665531174256653,SDSS J140803.08+242549.37,212.0128,24.43038,17.41,0.02,He-sdB,46667,43,7,0.00151465215267283
1237680071250935897,SDSS J013808.71+243013.32,24.53629,24.5037,15.05,0,He-sdB,37178,1000,6.5,0.0019618255273404
1237665180064481294,SDSS J152041.16+243019.48,230.1715,24.50541,17.93,0.02,DAB,73900,2601,7.8,0.00100957533997513
1237661386013278256,SDSS J170645.57+243208.59,256.6899,24.53572,17.55,0.02,A/sdB,32579,232,5.58,0.00170907869523219
1237657773922844923,SDSS J074747.06+243802.10,116.9461,24.63392,18.05,0.01,DA,19618,100,7.991,0.00394495086376723
1237665532249112640,SDSS J141959.74+244041.88,214.9989,24.6783,18.45,0.02,DA,19735,174,8.061,0.00340695614212147
1237659120414753033,SDSS J170810.98+244341.45,257.0457,24.72818,18.2,0.01,He-sdB,34759,599,5.07,0.00204887638251774
1237657630040392046,SDSS J073935.14+244505.27,114.8964,24.75146,17.29,0.01,DB,23000,1500,7.83,0.0199529013323516
1237665126950961156,SDSS J152116.07+245016.33,230.317,24.83787,17.04,0.02,DA+M2,37424,314,7.98,0.00322015593710142
1237665440988332101,SDSS J143401.72+245017.12,218.5072,24.83809,18.76,0.02,DA,11101,16,9.101,0.00470255849769242
1237662697036775488,SDSS J154855.07+245113.03,237.2295,24.85362,16.64,0.02,DAH,23954,148,10,0.00567933114235665
1237661126148227120,SDSS J081531.20+245222.62,123.88,24.87295,16.09,0.02,A/DAZ,33180,109,5,0.00204552638215567
1237661386013081747,SDSS J170534.62+245326.99,256.3943,24.89083,16.59,0.01,He-sdB,34711,239,5.62,0.000955216912695335
1237666276350099478,SDSS J013224.03+245612.52,23.10012,24.93681,16.84,0.02,DBA,16560,72,8.308,0.00625747378457358
1237662475309678613,SDSS J165355.55+245635.38,253.4815,24.94316,18.29,0.02,He-sdB,36681,481,5,0.00123775875735856
1237662474235543730,SDSS J164858.78+245801.78,252.2449,24.96716,15.87,0.02,DAZ,25886,199,5.68,0.00245925008399628
1237662695962181652,SDSS J153925.64+250023.94,234.8568,25.00665,16.67,0.02,DA,19277,73,8.191,0.00646421964827192
1237665427561906206,SDSS J143012.51+250437.52,217.5521,25.07709,18.9,0.02,DA+M5,26801,481,7.83,0.00180392465833141
1237662696499249194,SDSS J154209.98+250719.88,235.5416,25.12219,17.96,0.02,DA,15363,90,7.984,0.00399607255800492
1237665531172421698,SDSS J134947.70+250810.93,207.4487,25.13637,15.62,0.02,sdB,30198,181,5.59,0.00438048061255673
1237665548887392367,SDSS J135720.63+250913.28,209.336,25.15369,18.76,0.03,DA,16438,165,8.105,0.00406793739097333
1237667912208154657,SDSS J130323.67+251007.93,195.8486,25.16887,16.16,0.01,DA,17314,170,7.595,0.0102253345746271
1237665374402641995,SDSS J152116.00+251437.46,230.3167,25.24374,17.64,0.02,PG1159,140000,15000,6,0.00128994508070564
1237661464382341164,SDSS J163644.53+251644.90,249.1855,25.27914,17.46,0.02,sdB,31462,170,5.593,0.000587169188250004
1237660562968608932,SDSS J080119.57+252313.09,120.3315,25.38697,18.8,0.01,He-sdO,44327,1403,5.03,0.000333737296477963
1237664852578795608,SDSS J154134.50+252329.98,235.3938,25.39166,15.65,0.01,DBA,11175,39,8,0.0185380240269252
1237655472902373696,SDSS J172131.70+252330.84,260.3821,25.3919,18.6,0.01,DAB,32041,204,8.3,0.00430480105290843
1237662695961788600,SDSS J153627.23+252539.29,234.1135,25.42758,18.13,0.02,He-sdB,37168,439,5.56,0.00116536093813621
1237657774996717803,SDSS J074553.10+252540.48,116.4713,25.42791,18.44,0.02,DA+M2,36154,414,7.86,0.00142761284933697
1237665352395653160,SDSS J151221.03+252712.78,228.0876,25.45355,18.68,0.01,DC:,10996,1000,6.5,0.00102655144692116
1237662504837120117,SDSS J165010.50+253022.54,252.5437,25.50626,18.87,0.02,DA,25786,307,8.006,0.00121242465605331
1237661126148751538,SDSS J082019.50+253035.15,125.0813,25.50976,17.52,0,DBAZ,14911,4,8.224,0.00484367282419782
1237667912202715201,SDSS J120829.97+253044.57,182.1249,25.51238,18.38,0.01,He-sdB,37668,1098,5.49,0.00127878168514146
1237665549424001054,SDSS J135451.44+253047.92,208.7143,25.51331,17.08,0.02,DA,29470,84,8.102,0.00412280418286792
1237665101680804018,SDSS J152204.97+253500.71,230.5207,25.58353,17.51,0.01,DC,10256,154,8,0.017250897655123
1237665128561967200,SDSS J152736.66+253502.80,231.9028,25.58411,15.55,0.03,DA,24191,49,8.418,0.0056650623585316
1237665549423935581,SDSS J135425.59+253508.59,208.6066,25.58572,17.21,0.03,DA,23546,126,8.011,0.0124934724837947
1237665441524678689,SDSS J142938.19+253706.53,217.4091,25.61848,18.68,0.01,DA,19731,201,7.372,0.000998458027969035
1237664835929637044,SDSS J085757.63+254207.62,134.4901,25.70212,18.42,0.01,DA,6043,36,8.109,0.00059915738686832
1237665441524613185,SDSS J142907.91+254214.16,217.283,25.70393,18.61,0.01,DB,10830,153,8,0.00500243105125481
1237662305664040963,SDSS J160741.26+254220.38,241.9219,25.70566,17,0.02,B/DAZ,30711,104,5.386,0.00106876697840954
1237662224624844921,SDSS J155610.40+254640.30,239.0433,25.77786,17.71,0.01,He-sdO,100000,9000,5,0.00203886280849991
1237660958644502543,SDSS J081057.22+254855.83,122.7384,25.81551,17.53,0,DA,9992,20,9.289,0.00101744822166897
1237667322189578294,SDSS J132419.79+254931.44,201.0825,25.8254,18.32,0.02,DA,31386,152,8.17,0.00496617566233057
1237665532246491158,SDSS J135400.47+255010.57,208.502,25.83627,17.64,0.01,DAO/sdO,35795,534,5.41,0.00155118387782803
1237665127487111240,SDSS J151546.68+255046.68,228.9445,25.8463,18.45,0.02,DAB,32664,275,5.91,0.00040380701514312
1237666276345512050,SDSS J004638.30+255131.39,11.65958,25.85872,17.39,0.01,DAZ,7989,18,5,0.00376701283951295
1237664853652799591,SDSS J154606.04+255543.69,236.5252,25.9288,18.69,0.01,DB,13089,81,8,0.00682782044559616
1237661125612535879,SDSS J082639.30+260040.66,126.6637,26.01129,16.83,0,DA,18487,60,7.978,0.00395991756358724
1237659119877029923,SDSS J170057.08+260359.80,255.2378,26.06661,18.38,0.01,DA,19824,138,8.096,0.0033122821840888
1237661386012426404,SDSS J170155.41+260403.32,255.4809,26.06759,18.5,0.02,DAO/sdO,34544,545,5.38,0.000565107024277424
1237665440986235003,SDSS J141402.27+260448.73,213.5095,26.0802,18.25,0.01,DC,8800,1000,8,0.00182582566550983
1237665440986235003,SDSS J141402.26+260448.97,213.5094,26.08027,18.25,0.01,DC,9289,240,7.268,0.00424559669582609
1237667322726842417,SDSS J132840.62+260458.10,202.1693,26.08281,18.37,0.01,DB,10906,108,8,0.00589898782074022
1237665550498332755,SDSS J140134.59+260642.34,210.3941,26.11176,18.45,0.02,DA,20561,172,7.938,0.00112007758969318
1237661464918819033,SDSS J163520.15+260852.94,248.834,26.14804,17.9,0.01,DBA:,15267,69,8.112,0.00326653918649456
1237665531707850783,SDSS J133554.31+260949.82,203.9763,26.16384,18.2,0.02,DA,31497,148,7.399,0.00490727488493628
1237665550498005040,SDSS J135807.96+261215.59,209.5332,26.20433,17.65,0.02,sdB:,34064,207,5.632,0.00130931744858673
1237664852040876124,SDSS J153139.54+261242.84,232.9147,26.2119,18.84,0.02,DA,26820,169,8.011,0.000874878321063451
1237665428634796091,SDSS J142248.43+261503.29,215.7018,26.25091,18.65,0.01,DC,8965,1000,6.5,0.0074681443136453
1237662500013015147,SDSS J165148.75+261531.00,252.9531,26.25861,17.27,0.01,DA,49934,594,8.221,0.00112043932404642
1237664854189604957,SDSS J154603.76+261643.68,236.5157,26.2788,17.49,0.02,DA,18403,85,8.553,0.00339691760783504
1237665102217347087,SDSS J151913.31+261720.62,229.8055,26.28906,15.76,0.02,DAZ,31441,157,5.47,0.000402009643400298
1237661464918688055,SDSS J163435.33+262101.73,248.6472,26.35048,16.77,0.01,DAO/sdO,39685,375,5,0.00190055705738436
1237662337870200852,SDSS J163841.63+262336.49,249.6735,26.39347,18.66,0.02,DB,11456,91,8,0.0033670994843244
1237662301914071209,SDSS J164947.18+262409.50,252.4466,26.40264,17.14,0.02,DA,46542,302,8.127,0.00419734472360913
1237665178450133020,SDSS J144331.19+262424.08,220.88,26.40669,18.84,0.02,DAH:,16623,170,7.98,0.00613627635217129
1237665128561180733,SDSS J152038.15+262501.09,230.159,26.41697,18.28,0.02,DA,17519,115,8.065,0.00257878158358238
1237665550497742884,SDSS J135539.46+262928.00,208.9144,26.49111,18.31,0.02,DA,37406,285,7.944,0.00324734319239373
1237667323801698306,SDSS J133952.62+262958.20,204.9693,26.4995,18.74,0.02,DA,17220,126,8.037,0.00411743906893561
1237662301914005610,SDSS J164936.08+263016.70,252.4003,26.50464,18.41,0.01,DA,20338,135,8.16,0.00328350672445122
1237657594070433968,SDSS J073727.33+263158.37,114.3639,26.53288,18.6,0.02,DA,97825,4328,8.448,0.00060435482292707
1237661464918491245,SDSS J163230.56+263354.18,248.1273,26.56505,18.83,0.02,DAO/sdO,99018,2723,7.87,0.00324023886766421
1237662301376872564,SDSS J164634.49+263752.32,251.6437,26.6312,15.96,0.02,He-sdB,40000,5000,6.5,0.00085423264321594
1237666211927556479,SDSS J174442.35+263829.95,266.1765,26.64165,17.69,0.01,He-sdB,32069,1000,6.5,0.000830898192485995
1237660563506135113,SDSS J080505.04+263945.86,121.271,26.66274,18.82,0.02,DA,20619,200,8.032,0.00189190002918076
1237662499475750988,SDSS J164755.15+264032.92,251.9798,26.67581,15.55,0.02,sdB,7094,33,5,0.000755569689143956
1237667322182107183,SDSS J120805.34+264036.23,182.0222,26.67673,18.52,0.02,DA,16844,167,8.034,0.00182357725888737
1237660343926325534,SDSS J080830.78+264054.74,122.1283,26.68187,18.4,0.01,DB,17700,200,8,0.00193825429613212
1237665533320429588,SDSS J135627.84+264110.79,209.116,26.68633,17,0.02,A/DAZ,28458,209,5,0.00290765349007093
1237661465455493265,SDSS J163446.41+264146.61,248.6934,26.69628,17.2,0.01,DAB,31441,333,5.39,0.000799107920425351
1237661465455493293,SDSS J163456.60+264216.74,248.7358,26.70465,16.36,0.01,B/sdB,29388,171,5.73,0.00123969212563858
1237667323801567376,SDSS J133905.98+264322.91,204.7749,26.72303,18.98,0.02,DZ,6443,18,8,0.000991591372014716
1237659326036312618,SDSS J171401.32+264455.82,258.5055,26.74884,18.8,0.02,DA,17793,190,7.934,0.00583605636273196
1237667255077175502,SDSS J101151.06+264745.94,152.9628,26.79609,18.26,0.01,DA,5390,1000,8,0.0022892378575186
1237661465455493191,SDSS J163458.47+264920.64,248.7436,26.8224,16.98,0.01,DAB,21932,172,5,0.00080183421765684
1237664852577484949,SDSS J153006.10+264923.91,232.5254,26.82331,18.03,0.01,DBA,16010,50,8.002,0.00133393508286726
1237662503762133065,SDSS J163834.69+265110.22,249.6445,26.85284,16.8,0.01,DAO,33690,180,5.52,0.00124414213296018
