#name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g
SDSS J155206.42+391017.62,238.02675,39.17156,18.7, 0.02,DQ,  8877,   46, 8.000
SDSS J151539.01+391038.59,228.91254,39.17739,17.98, 0.01,DA, 16651,  120, 8.120
SDSS J072705.33+391118.49,111.77221,39.18847,18.49, 0.02,DA, 23584,  185, 8.048
SDSS J093844.81+391321.67,144.68671,39.22269,18.15, 0.01,DB, 13433,   66, 8.000
SDSS J095043.94+391541.62,147.68308,39.26156,17.29, 0.01,DA+M3, 53475, 1476, 8.430
SDSS J105635.40+391757.55,164.1475,39.29932,18.87, 0.01,DB, 18678,  140, 7.955
SDSS J093852.32+391804.14,144.718,39.30115,18.61, 0.02,DA, 16140,  232, 9.425
SDSS J170045.09+391830.24,255.18787,39.3084,17.92, 0.01,He-sdB, 40064,  764, 5.450
SDSS J105812.27+391901.70,164.55113,39.31714,17.17, 0.02,sdB, 24242,  210, 5.000
SDSS J083930.00+391903.50,129.875,39.31764,18.63, 0.01,sdB, 31784,  280, 5.523
SDSS J222850.00+391917.47,337.20833,39.32152,16.14, 0.02,sdB, 32143,  266, 5.540
SDSS J072147.35+392112.67,110.44729,39.35352,18.91, 0.02,DA, 24548,  213, 8.030
SDSS J160911.61+392150.40,242.29837,39.364,18.28, 0.02,DBA, 15400,  122, 8.226
SDSS J102407.24+392253.44,156.03017,39.38151,17.83, 0.01,He-sdB, 38269,  494, 5.510
SDSS J084104.02+392307.33,130.26675,39.38537,16.37, 0.01,DA, 21561,   72, 8.105
SDSS J111225.70+392332.64,168.10708,39.3924,17.4, 0.01,He-sdB, 42000, 5000, 6.000
SDSS J171401.75+392359.82,258.50729,39.39995,18.9, 0.01,DA, 18827,  204, 8.030
SDSS J123109.91+392421.18,187.79129,39.40588,18.96, 0.01,DA,  6000, 1000, 7.940
SDSS J164207.37+392753.06,250.53071,39.46474,19, 0.02,DA, 43991,  875, 7.957
SDSS J163247.47+392836.23,248.19779,39.47673,17.41, 0.01,sdB, 28800,  313, 5.570
SDSS J145322.70+392947.47,223.34458,39.49652,15.96, 0.02,sdB, 32468,    7, 6.048
SDSS J073904.06+393051.98,114.76692,39.51444,18.71, 0.01,sdB, 27692,  350, 5.010
SDSS J071632.91+393553.77,109.13712,39.59827,18.24, 0.02,DAH:, 18241,  152, 8.180
SDSS J110318.87+393558.35,165.82862,39.59954,18.41, 0.01,DAZ,  5143, 1000, 8.000
SDSS J163033.27+393713.84,247.63862,39.62051,18.81, 0.02,DA+M4, 22292,  557, 7.870
SDSS J100856.94+393838.47,152.23725,39.64402,18.74, 0.02,DA+M2, 38739,  869, 7.910
SDSS J111650.46+393914.29,169.21025,39.65397,16.9, 0.02,He-sdB, 35294,  272, 5.520
SDSS J151053.71+393932.11,227.72379,39.65892,17.06, 0.05,DA, 18791,   81, 8.095
SDSS J082226.26+394119.07,125.60942,39.68863,16.68, 0.01,sdB, 32428,  130, 5.556
SDSS J082138.48+394501.69,125.41033,39.75047,18.18, 0.02,DA, 20659,  170, 7.964
SDSS J074243.02+394512.38,115.67925,39.75344,18.07, 0.02,DA, 27967,  125, 8.045
SDSS J171438.40+394539.40,258.66,39.76094,18.77, 0.01,DA, 20341,  190, 8.098
SDSS J114210.96+394542.16,175.54567,39.76171,18.73, 0.02,DA, 20143,  207, 8.172
SDSS J221920.67+394603.54,334.83612,39.76765,17.02, 0.01,sdO, 42496, 1290, 5.490
SDSS J125301.62+394622.08,193.25675,39.7728,17.11, 0.03,He-sdO, 50000,   50, 7.000
SDSS J104207.86+394742.61,160.53275,39.79517,18.43, 0.02,DA, 15549,  125, 8.086
SDSS J103630.70+394803.60,159.12792,39.801,18.7, 0.02,DA, 19162,  138, 8.071
SDSS J133805.39+395044.88,204.52246,39.8458,18.94, 0.03,DAO/He-sdO, 39283, 1194, 5.120
SDSS J080624.33+395307.12,121.60138,39.88531,18.29, 0.01,DA, 18402,  112, 8.059
SDSS J071702.72+395323.68,109.26133,39.88991,16.33, 0.02,DO, 80000,10000, 7.750
SDSS J072109.48+395539.61,110.2895,39.92767,18.48, 0.01,DZ,  9520,  490, 8.000
SDSS J072128.84+395700.65,110.37017,39.95018,18.81, 0.02,DA,  6000,  100, 9.000
SDSS J170731.42+395755.04,256.88092,39.96529,18.46, 0.01,DB, 16784,   89, 8.069
SDSS J071644.59+395808.90,109.18579,39.96914,18.64, 0.02,DO, 60000, 7500, 8.250
SDSS J104615.51+400030.89,161.56463,40.00858,18.16, 0.02,DA, 21695,  179, 8.153
SDSS J113317.49+400154.34,173.32288,40.03176,18.91, 0.02,DAB, 23841,  383, 5.000
SDSS J101545.92+400214.99,153.94133,40.0375,18.61, 0.01,DBA, 18800,  350, 8.026
SDSS J135517.59+400327.76,208.82329,40.05771,16.72, 0.02,DA, 11719,   42, 8.113
SDSS J093628.93+400451.10,144.12054,40.08086,18.63, 0.01,DB, 16795,  110, 7.946
SDSS J150851.01+400745.73,227.21254,40.12937,18.39, 0.02,DAB/sdB, 21293,  297, 5.020
SDSS J160153.34+400948.35,240.47225,40.16343,18.7, 0.02,DA, 25911,  188, 8.027
SDSS J103041.45+401312.65,157.67271,40.22018,17.37, 0.03,DO, 55000, 4000, 8.000
SDSS J132327.94+401349.40,200.86642,40.23039,17.44, 0.02,DA, 21047,   97, 8.111
SDSS J100433.63+401430.05,151.14013,40.24168,18.21, 0.03,DA,  6000,   58, 5.000
SDSS J084156.75+401512.53,130.48646,40.25348,17.32, 0.02,DAO,100000, 9000, 7.660
SDSS J132209.92+401557.38,200.54133,40.26594,16.48, 0.01,DAB, 31073,  134, 5.670
SDSS J072437.40+401609.30,111.15583,40.26925,18.85, 0.02,DA, 20620,  194, 7.450
SDSS J164453.28+401622.48,251.222,40.27291,17.84, 0.01,DA, 87533, 2914, 7.848
SDSS J161117.52+401703.26,242.823,40.28424,17.58, 0.02,DA, 17603,   91, 7.654
SDSS J073856.99+401941.99,114.73746,40.32833,16.18, 0.02,He-sdO, 98054, 1908, 5.000
SDSS J092235.07+402059.30,140.64613,40.34981,18.3, 0.01,DBA, 11959,   96, 8.000
SDSS J142558.43+402257.86,216.49346,40.38274,17.91, 0.01,He-sdB, 44174,   65, 6.782
SDSS J133447.51+402357.74,203.69796,40.39937,18.93, 0.01,DC, 10561,  500, 8.006
SDSS J161026.97+402646.39,242.61237,40.44622,18.4, 0.02,DAB, 32143,  328, 5.890
SDSS J144321.34+402834.07,220.83892,40.47613,16.08, 0.03,He-sdO, 50000,   15, 6.500
SDSS J162641.99+402917.02,246.67496,40.48806,17.58, 0.02,DAB:, 31402,  196, 5.670
SDSS J071821.23+403038.74,109.58846,40.51076,17.67, 0.01,DA, 16963,   73, 8.029
SDSS J155003.41+403228.00,237.51421,40.54111,18.75, 0.02,sdB, 32353,  456, 5.780
SDSS J093918.57+403239.73,144.82737,40.54437,18.4, 0.02,DA, 24323,  201, 7.970
SDSS J115130.77+403455.49,177.87821,40.58208,17.13, 0.04,DBA, 17570,   47, 8.136
SDSS J111718.08+403643.99,169.32533,40.61222,17.17, 0.02,DA,100000,  397, 7.940
SDSS J120855.52+403716.10,182.23133,40.62114,18.27, 0.03,DAB, 34473,  401, 5.850
SDSS J165020.06+403722.58,252.58358,40.62294,15.54, 0.02,DA, 42600,  236, 8.272
SDSS J155550.39+403853.92,238.95996,40.64831,16.03, 0.02,He-sdB, 45818,   42, 7.000
SDSS J164432.15+403926.21,251.13396,40.65728,18.42, 0.02,DBA, 17219,  103, 8.300
SDSS J082802.03+404008.83,127.00846,40.66912,17.66, 0.02,sdO, 43523, 1541, 5.220
SDSS J171314.08+404108.99,258.30867,40.68583,17.96, 0.02,He-sdO, 60000,10000, 5.950
SDSS J105956.01+404332.38,164.98337,40.72566,18.04, 0.02,DO, 90000,20000, 7.500
SDSS J153948.02+404528.70,234.95008,40.75797,17.45, 0.00,DAH, 17750, 1000, 9.250
SDSS J125937.44+404627.95,194.906,40.77443,18.87, 0.02,DA, 23743,  254, 7.958
SDSS J170611.93+404656.64,256.54971,40.7824,18.9, 0.01,DBA, 16259,  106, 8.076
SDSS J162830.44+404837.73,247.12683,40.81048,15.98, 0.02,DA, 22858,   73, 8.107
SDSS J150308.17+405009.13,225.78404,40.83587,18.61, 0.02,DAB:, 24537,  287, 5.000
SDSS J102155.50+405014.75,155.48125,40.83743,16.25, 0.02,DA, 25330,   69, 8.229
SDSS J080234.16+405015.19,120.64233,40.83755,17.83, 0.01,DBAZ, 14918,   50, 8.152
SDSS J072837.66+405049.52,112.15692,40.84709,18.13, 0.02,DA, 21412,  137, 8.112
SDSS J083037.62+405110.51,127.65675,40.85292,15.87, 0.02,DA, 16716,   51, 7.959
SDSS J132436.29+405228.42,201.15121,40.87456,17.64, 0.03,DA, 14299,  128, 8.611
SDSS J154830.54+405242.46,237.12725,40.87846,17.57, 0.01,DA, 81297, 2787, 7.165
SDSS J164205.63+405330.70,250.52346,40.89186,18.03, 0.02,DA, 18978,  127, 8.029
SDSS J144405.61+405338.04,221.02337,40.8939,18.77, 0.02,DAH:, 29200,  254, 7.890
SDSS J124940.68+405758.75,192.4195,40.96632,17.88, 0.03,DAB, 24975,  223, 5.000
SDSS J112432.14+405950.25,171.13392,40.99729,17.71, 0.01,DA, 18223,  100, 7.893
SDSS J111720.80+405954.68,169.33667,40.99852,18.06, 0.01,DC, 10574, 1000, 9.000
SDSS J100922.96+410505.17,152.34567,41.08477,17.19, 0.00,DBA, 13899,   39, 8.000
SDSS J140532.34+410626.06,211.38475,41.10724,18.97, 0.02,He-sdB, 39905, 1295, 5.720
SDSS J102452.28+410752.90,156.21783,41.13136,18.78, 0.02,DAH:, 18241,  178, 8.040
SDSS J082751.06+410925.74,126.96275,41.15715,18.62, 0.02,He-sdO, 90323, 4047, 5.070
SDSS J092933.06+411057.79,142.38775,41.18272,18.85, 0.02,DA, 92902, 5852, 7.998
SDSS J082159.07+411227.97,125.49613,41.20777,18.18, 0.02,sdB, 27509,  305, 5.127
SDSS J161740.11+411251.48,244.41712,41.2143,16.78, 0.02,He-sdB, 45487,  411, 7.000
SDSS J141920.96+411254.76,214.83733,41.21521,18.85, 0.02,DB, 14800,  134, 8.196
SDSS J124701.79+411340.84,191.75746,41.22801,18.22, 0.01,DQ,  8609,   20, 8.000
SDSS J162905.88+411356.75,247.2745,41.23243,18.46, 0.01,DAO/sdO, 48075, 1672, 6.850
SDSS J143549.91+411458.56,218.95796,41.2496,16.62, 0.01,sdB, 24289,  176, 5.000
SDSS J101756.24+411524.73,154.48433,41.25687,18.22, 0.02,DA, 95455, 3254, 5.040
SDSS J145802.94+411723.75,224.51225,41.28993,18.65, 0.02,DA, 19824,  177, 8.160
SDSS J091929.47+411803.06,139.87279,41.30085,18.28, 0.03,DA, 44132,  626, 8.159
SDSS J135240.43+411943.23,208.16846,41.32867,18.96, 0.01,DB, 12082,  128, 8.000
SDSS J141741.19+412019.64,214.42163,41.33879,18.62, 0.02,DA, 17973,  183, 7.933
SDSS J101249.63+412311.04,153.20679,41.3864,16.22, 0.02,DBA, 16700,  100, 8.476
SDSS J090530.34+412315.21,136.37642,41.38756,18.56, 0.01,DA, 20809,  240, 7.701
SDSS J123226.10+412919.57,188.10875,41.48877,15.55, 0.03,DA, 20710,   64, 8.146
SDSS J160317.78+413308.96,240.82408,41.55249,18.06, 0.01,DA, 27671,  160, 7.928
SDSS J081837.71+413313.39,124.65712,41.55372,18.49, 0.02,F0/DAZ:,  7334,   22, 6.181
SDSS J073153.39+413648.81,112.97246,41.61356,18.6, 0.01,DC, 10585, 1000, 8.000
SDSS J170404.97+414109.53,256.02071,41.68598,17.37, 0.01,DAO, 47818,  681, 7.190
SDSS J161853.48+414143.01,244.72283,41.69528,18.05, 0.02,DBA:, 12454,   64, 8.000
SDSS J160450.19+414328.52,241.20913,41.72459,17.66, 0.02,CV, 10990,  161, 9.840
SDSS J130032.67+414433.94,195.13612,41.74276,16.94, 0.02,DA, 16720,   60, 8.197
SDSS J102429.68+414502.52,156.12367,41.7507,19, 0.02,DA, 26115,  169, 8.007
SDSS J080521.28+414504.46,121.33867,41.75124,18.75, 0.02,DA, 13371,  250, 8.043
SDSS J074908.86+414644.22,117.28692,41.77895,18.89, 0.02,DA, 24180,  229, 8.232
SDSS J172143.31+414714.89,260.43046,41.78747,16.9, 0.01,DA,  8005,   30, 5.001
SDSS J072824.72+414953.62,112.103,41.83156,15.54, 0.02,sdO, 38799,  179, 5.000
SDSS J161004.92+415018.49,242.5205,41.83847,16.7, 0.02,DA, 17807,   69, 8.092
SDSS J140857.39+415213.80,212.23913,41.8705,17.17, 0.02,DA, 31504,  111, 7.653
SDSS J150626.33+415244.69,226.60971,41.87908,17.6, 0.02,DZ,  9776,   24, 8.000
SDSS J072614.69+415749.00,111.56121,41.96361,16.62, 0.01,sdB, 30732,   56, 5.570
SDSS J163458.62+415819.81,248.74425,41.97217,18.49, 0.02,DAH:, 20306,  205, 8.170
SDSS J123920.67+415849.13,189.83613,41.98031,18.8, 0.01,DC, 11614,  200, 8.000
SDSS J151617.05+415905.21,229.07104,41.98478,16.13, 0.02,sdB, 32308,   83, 5.690
SDSS J090345.18+420048.83,135.93825,42.01356,18.76, 0.01,DA, 19236,  170, 7.992
SDSS J103651.43+420727.48,159.21429,42.1243,17.4, 0.03,DA, 55083,  992, 8.154
SDSS J072541.99+420737.18,111.42496,42.12699,16.92, 0.00,DA, 23045,  116, 8.070
SDSS J074323.44+420800.71,115.84767,42.13353,17.12, 0.02,DAZ,  6437,   23, 5.010
SDSS J103336.23+420956.34,158.40096,42.16565,18.95, 0.02,DA,  8037,  204, 6.859
SDSS J171107.67+421006.02,257.78196,42.16834,18.97, 0.01,DA,  7689,   44, 7.946
SDSS J103555.52+421043.75,158.98133,42.17882,18.39, 0.02,DB, 42202,  649, 7.761
SDSS J183339.00+421307.84,278.4125,42.21884,18.21, 0.01,sdB He-sdB, 37136, 1000, 6.500
SDSS J141207.51+421626.62,213.03129,42.27406,15.83, 0.02,DA, 16234,   42, 8.083
SDSS J125724.00+422053.81,194.35,42.34828,17.09, 0.02,DA, 49965,  617, 7.732
SDSS J160828.69+422101.76,242.11954,42.35049,16.58, 0.02,DAO,120000,10000, 6.000
SDSS J171950.24+422208.11,259.95933,42.36892,15.79, 0.02,sdB, 22744,  216, 5.000
SDSS J170029.93+422452.99,255.12471,42.41472,16.6, 0.01,DA, 25963,   95, 8.588
SDSS J152937.85+422938.18,232.40771,42.49394,17.74, 0.02,DA, 18792,  108, 8.085
SDSS J170126.99+423115.78,255.36246,42.52105,17.6, 0.02,DAO/sdO, 39406,  524, 5.850
SDSS J153246.20+423138.35,233.1925,42.52732,16.68, 0.02,DA, 43576,  378, 7.997
SDSS J074313.25+423334.88,115.80521,42.55969,18.98, 0.02,sdB, 28176,  377, 5.015
SDSS J081917.72+423338.70,124.82383,42.56075,15.97, 0.02,DAO, 33511,  201, 5.610
SDSS J170537.75+423346.48,256.40729,42.56291,16.9, 0.02,DA, 23440,  112, 7.599
SDSS J150204.71+423729.50,225.51962,42.62486,18.25, 0.02,DA, 17684,  103, 8.029
SDSS J090548.02+424037.92,136.45008,42.6772,16.34, 0.02,sdO, 34735,  239, 5.460
SDSS J080540.81+424350.70,121.42004,42.73075,17.68, 0.01,ELM-DA,  7660,   11, 6.041
SDSS J163807.66+424456.72,249.53192,42.74909,16.44, 0.02,DAO, 36077,  232, 5.840
SDSS J075316.81+424712.12,118.32004,42.7867,18.93, 0.02,DA, 29238,  172, 7.940
SDSS J094224.47+424717.36,145.60196,42.78816,18.91, 0.01,DC,  9806,  470, 6.858
SDSS J095851.85+424741.35,149.71604,42.79482,18.53, 0.02,DA, 19575,  141, 8.116
SDSS J100548.89+424802.88,151.45371,42.8008,15.97, 0.01,DA, 21437,   67, 8.027
SDSS J164311.10+425000.74,250.79625,42.83354,18.25, 0.01,DA, 16659,  105, 7.534
SDSS J161226.56+425111.45,243.11067,42.85318,17.48, 0.02,DA, 46642,  527, 8.059
SDSS J105735.65+425204.12,164.39854,42.86781,17.86, 0.05,DA, 23377,  154, 7.976
SDSS J161409.82+425226.22,243.54092,42.87395,17.71, 0.02,DA, 26561,  154, 7.809
SDSS J113529.60+425339.84,173.87333,42.8944,18.96, 0.02,DB, 15337,  120, 8.000
SDSS J151732.48+425340.49,229.38533,42.89458,17.52, 0.02,DA, 25495,  163, 8.096
SDSS J100809.13+425657.84,152.03804,42.9494,18.76, 0.03,DB, 16400,  208, 8.054
SDSS J154142.50+425759.26,235.42708,42.96646,18.48, 0.02,DA, 22247,  166, 8.107
SDSS J073842.34+425820.28,114.67642,42.9723,18.26, 0.01,DA, 17140,  113, 8.042
SDSS J112311.08+425830.55,170.79617,42.97515,17.97, 0.01,DA, 19630,  110, 8.074
SDSS J162310.50+425831.15,245.79375,42.97532,17.44, 0.02,A/DAZ, 36092,  254, 5.816
SDSS J234857.97+430038.91,357.24154,43.01081,18.64, 0.01,DC:,  6255,  500, 4.410
SDSS J163258.83+430346.73,248.24513,43.06298,18.83, 0.02,DA,  7004,   41, 5.371
SDSS J102416.42+430543.12,156.06842,43.09531,17.95, 0.02,DA, 17097,  101, 8.021
SDSS J171553.60+430555.43,258.97333,43.09873,17.73, 0.02,B/sdB:, 22816,  403, 5.000
SDSS J082543.11+430640.93,126.42963,43.11137,17.99, 0.01,DB, 15586,  100, 8.131
SDSS J160837.60+430748.83,242.15667,43.13023,18.54, 0.02,DAB:, 23573,  287, 5.000
SDSS J142451.04+430925.09,216.21267,43.15697,15.78, 0.05,DA, 23758,   90, 7.966
SDSS J152054.49+431032.23,230.22704,43.17562,18.01, 0.02,DA, 47336,  811, 8.078
SDSS J113156.74+431652.57,172.98642,43.28127,17.93, 0.04,DA, 15626,  204, 9.136
SDSS J073800.80+432601.75,114.50333,43.43382,17.63, 0.01,DC, 12104, 1000, 6.500
SDSS J160436.93+432748.06,241.15387,43.46335,18.87, 0.02,DA,  6927,   48, 7.856
SDSS J165117.04+432757.35,252.821,43.46593,18.61, 0.02,DB, 18500,  500, 7.878
SDSS J094458.28+432949.96,146.24283,43.49721,18.3, 0.03,DA, 26763,  192, 8.069
SDSS J161350.96+433233.22,243.46233,43.54256,16.32, 0.02,DAB:, 31111,   58, 5.580
SDSS J165522.00+433638.56,253.84167,43.61071,18.2, 0.02,DBA, 15123,   83, 7.958
SDSS J100451.92+433653.28,151.21633,43.6148,18.82, 0.02,He-sdO, 50000,  149, 7.010
SDSS J161554.03+433840.42,243.97512,43.64456,18.45, 0.02,DA, 18614,  145, 8.030
SDSS J095732.40+433841.42,149.385,43.64484,18.58, 0.05,DA, 22435,  191, 8.239
SDSS J110407.43+434102.04,166.03096,43.6839,18.04, 0.02,DA, 17290,  109, 8.336
SDSS J165957.60+434136.85,254.99,43.69357,18.92, 0.01,sdO, 40449, 1201, 5.510
SDSS J153707.73+434351.49,234.28221,43.73097,17.71, 0.02,DAO, 37952,  429, 5.810
SDSS J151635.40+434520.41,229.1475,43.75567,17.22, 0.02,DA, 23409,  108, 7.995
SDSS J083106.79+434611.81,127.77829,43.76995,18.92, 0.01,DA, 18563,  200, 7.993
SDSS J164701.52+435047.90,251.75633,43.84664,18.49, 0.02,DQ,  8799,   23, 8.000
SDSS J074811.34+435239.40,117.04725,43.87761,16.82, 0.02,sdB, 29200,  761, 5.350
SDSS J073341.56+435347.83,113.42317,43.89662,18.93, 0.02,DAH, 37086,  491,10
SDSS J105331.07+435656.26,163.37946,43.94896,18.13, 0.03,DA, 17258,  140, 8.023
SDSS J100853.98+435927.17,152.22492,43.99088,18.61, 0.02,DA, 23088,  187, 8.037
SDSS J154043.10+435950.03,235.17958,43.99723,16.24, 0.01,He-sdO, 48462,   47, 7.000
SDSS J153124.48+440420.21,232.852,44.07228,18.64, 0.02,DB, 14609,  129, 8.522
SDSS J111156.17+440421.86,167.98404,44.07274,18.92, 0.02,DAZ, 31798,  381, 5.020
SDSS J074804.81+440631.97,117.02004,44.10888,16.64, 0.02,DA, 15802,   53, 8.181
SDSS J163900.07+440807.84,249.75029,44.13551,18.27, 0.02,DAH:, 16856,  158, 8.030
SDSS J075718.55+440936.97,119.32729,44.16027,18.38, 0.02,sdB, 32676,  200, 5.755
SDSS J105525.18+441608.29,163.85492,44.26897,17.37, 0.02,DA, 20127,   85, 8.033
SDSS J075236.79+441642.35,118.15329,44.27843,17.34, 0.02,He-sdB, 35073,  342, 5.700
SDSS J100001.26+442015.72,150.00525,44.3377,18.27, 0.03,DBAZ, 14500,   98, 8.225
SDSS J151914.98+442045.35,229.81242,44.34593,19, 0.02,DA, 15142,  185, 8.035
SDSS J161035.61+442307.08,242.64837,44.3853,18.42, 0.02,DA, 19999,  134, 8.085
SDSS J170318.87+442722.82,255.82862,44.45634,17.7, 0.03,DA+M3, 16336,  186, 7.940
SDSS J170444.37+442740.14,256.18487,44.46115,17.51, 0.01,DA, 14404,  125, 8.607
SDSS J093502.08+442940.52,143.75867,44.49459,17.94, 0.01,DAH:, 47929,  233, 7.970
SDSS J160519.99+443217.05,241.33329,44.53807,18.26, 0.02,DA, 24112,  186, 7.918
SDSS J152217.16+443255.54,230.5715,44.54876,16.44, 0.01,DA, 17850,   54, 8.136
SDSS J085833.38+443429.06,134.63908,44.57474,18.99, 0.03,DO,100000,  794, 5.010
SDSS J131738.48+443453.40,199.41033,44.5815,18.66, 0.01,DC:, 10000, 3000, 6.500
SDSS J122934.83+443654.43,187.39513,44.61512,18.46, 0.01,DC:,  9870,  510, 6.500
SDSS J110358.88+443840.78,165.99533,44.64466,18.91, 0.02,DA, 19003,  230, 7.956
SDSS J142801.67+443904.03,217.00696,44.65112,18.51, 0.03,DAB:, 24442,  344, 5.000
SDSS J142706.71+443934.45,216.77796,44.65957,18.54, 0.02,A/sdB, 32782,  347, 5.427
SDSS J073528.34+443951.12,113.86808,44.6642,18.62, 0.02,DA, 15828,  126, 8.195
SDSS J141743.98+443957.24,214.43325,44.6659,18.97, 0.03,DA, 20569,  295, 7.820
SDSS J163524.38+444349.80,248.85158,44.7305,18.62, 0.02,DA, 26876,  173, 8.059
SDSS J085707.22+444359.43,134.28008,44.73318,18.49, 0.01,DA, 16788,  130, 8.334
SDSS J102120.44+444636.95,155.33517,44.77693,17.73, 0.02,He-sdO, 50000,   50, 7.000
SDSS J075230.82+444749.88,118.12842,44.79719,16.89, 0.02,DC:, 10375,  199, 8.000
SDSS J141553.94+444858.61,213.97475,44.81628,18.82, 0.02,DA, 24986,  321, 8.045
SDSS J155955.52+444915.31,239.98133,44.82092,16.51, 0.02,DAB:, 30380,  110, 5.550
SDSS J081149.53+445218.95,122.95637,44.87193,18.66, 0.02,DA, 18476,  127, 8.021
SDSS J165828.47+445314.78,254.61863,44.88744,17.5, 0.01,DA, 21035,   95, 7.896
SDSS J164631.11+445315.18,251.62963,44.88755,18.65, 0.01,DA, 20379,  193, 8.175
SDSS J152907.43+445330.66,232.28096,44.89185,17.84, 0.02,DA, 23113,  149, 8.128
SDSS J170723.85+450009.90,256.84938,45.00275,18.66, 0.02,DO, 60000, 7500, 8.000
SDSS J165748.85+450014.51,254.45354,45.00403,18.53, 0.01,DAO:, 40612, 1145, 5.370
SDSS J152143.87+450022.50,230.43279,45.00625,17.5, 0.02,He-sdO, 47547,   45, 7.000
SDSS J170902.50+450255.39,257.26042,45.04872,18.85, 0.01,DA, 19129,  191, 8.040
SDSS J100605.29+450404.19,151.52204,45.06783,16.86, 0.02,DA, 40727,  236, 8.146
SDSS J074914.91+450412.22,117.31212,45.07006,18.88, 0.02,DA, 18316,  159, 7.633
SDSS J102016.54+450551.83,155.06892,45.09773,18.6, 0.01,DA, 16400,   27, 8.069
SDSS J144141.36+450651.30,220.42233,45.11425,16.88, 0.02,DAB:, 23024,  189, 5.000
SDSS J090115.53+450724.71,135.31471,45.12353,18.68, 0.03,DA,  6434,   55, 7.921
SDSS J164936.63+450941.76,252.40263,45.1616,18.27, 0.02,DA, 21048,  152, 7.972
SDSS J085907.68+451038.82,134.782,45.17745,18.98, 0.03,A/sdB, 34485,  497, 5.482
SDSS J144528.58+451236.83,221.36908,45.21023,17.79, 0.02,DA, 17821,  108, 8.012
SDSS J170751.74+451411.11,256.96558,45.23642,18.9, 0.01,DA, 18927,  145, 8.032
SDSS J103210.68+451929.96,158.0445,45.32499,18.08, 0.02,DQ,  8362,   20, 8.000
SDSS J164235.93+452244.72,250.64971,45.37909,18.83, 0.02,DA, 16609,  161, 8.108
SDSS J164419.45+452326.48,251.08104,45.39069,17.11, 0.02,A/DA, 34781,  167, 6.099
SDSS J163100.45+452710.44,247.75188,45.4529,17.57, 0.02,DB, 21850,  274, 7.895
SDSS J084952.82+471248.78,132.47008,47.21355,16.73, 0.02,DB, 17240,   43, 8.112
SDSS J170535.68+452715.05,256.39867,45.45418,18.7, 0.02,DA, 17211,  104, 8.213
SDSS J164007.85+453007.09,250.03271,45.50197,18.85, 0.02,DB, 16146,  109, 8.002
SDSS J074400.22+453056.63,116.00092,45.51573,18.46, 0.01,DA, 16534,  110, 8.104
SDSS J080438.03+453238.83,121.15846,45.54412,18.87, 0.01,DAO/sdO, 34286,  676, 5.340
SDSS J151139.63+453631.97,227.91512,45.60888,18.31, 0.01,DA, 17161,  126, 7.861
SDSS J164142.22+454005.02,250.42592,45.66806,16.17, 0.02,DA, 19954,   68, 7.999
SDSS J082010.35+454301.81,125.04313,45.71717,18.08, 0.02,DA, 17722,  105, 7.453
SDSS J155108.25+454313.22,237.78438,45.72034,17.55, 0.02,DA, 48051,  665, 8.081
SDSS J130210.74+454424.36,195.54475,45.7401,18.9, 0.01,DC:,  9000, 1000, 7.750
SDSS J165944.10+454557.74,254.93375,45.76604,17.51, 0.01,DA, 90818, 3666, 7.545
SDSS J074852.07+454903.83,117.21696,45.81773,15.86, 0.02,DAB, 30361,   55, 5.550
SDSS J090205.30+454915.10,135.52208,45.82086,17.51, 0.03,DAH:, 18625,  131, 8.800
SDSS J074134.63+455100.54,115.39429,45.85015,17.63, 0.02,DA, 12370,   55, 8.211
SDSS J083024.17+455206.02,127.60071,45.86834,19, 0.02,DBA, 15157,  120, 8.185
SDSS J152714.20+455300.96,231.80917,45.8836,17.61, 0.02,DA, 18423,  115, 8.708
SDSS J155342.72+455339.84,238.428,45.8944,16.33, 0.02,DAB/sdB, 23562,  143, 5.000
SDSS J075538.56+455415.30,118.91067,45.90425,18.68, 0.02,DA, 29953,  193, 7.931
SDSS J150551.47+455620.11,226.46446,45.93892,17.07, 0.02,DA, 20851,   89, 8.012
SDSS J170227.48+455723.98,255.6145,45.95666,18.29, 0.01,DA, 41202,  420, 8.206
SDSS J080020.33+455730.74,120.08471,45.95854,17.91, 0.01,DA, 18671,  106, 8.030
SDSS J075129.01+460131.19,117.87087,46.02533,18.83, 0.02,DB, 14674,   10, 8.038
SDSS J090130.97+460325.56,135.37904,46.0571,18.82, 0.03,DA, 18733,   54, 8.395
SDSS J095054.97+460405.16,147.72904,46.0681,17.67, 0.02,DAB, 29630,  261, 5.450
