#name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g
SDSS J135155.60+330847.29,207.98167,33.14647,18.73, 0.02,DA, 22098,  188, 8.218
SDSS J145746.31+330944.95,224.44296,33.16249,18.9, 0.01,DBA, 22500, 2000, 7.970
SDSS J164812.58+331154.17,252.05242,33.19838,18.47, 0.02,DA, 19233,  152, 8.114
SDSS J074410.23+331155.75,116.04263,33.19882,18.9, 0.01,DA, 14305,  224, 9.003
SDSS J112906.30+331431.02,172.27625,33.24195,18.66, 0.03,DA, 44246,  699, 8.018
SDSS J153024.23+331549.72,232.60096,33.26381,18.74, 0.01,DBA, 32400,  550, 7.947
SDSS J171959.46+331614.52,259.99775,33.2707,16.94, 0.01,DAH:, 28315,  223, 7.960
SDSS J140031.74+331841.58,210.13225,33.31155,18.59, 0.02,DAZ,  6438,   37, 5.823
SDSS J171942.34+331925.69,259.92642,33.3238,18.76, 0.01,DC,  9772, 1000, 9.000
SDSS J102353.86+331939.91,155.97442,33.32775,17.9, 0.01,DC:, 10043,  190, 7.152
SDSS J172159.03+332641.41,260.49596,33.44484,18.94, 0.01,DA,  9078,   30, 8.068
SDSS J093816.83+332709.43,144.57012,33.45262,18.81, 0.01,DC:, 10614, 1000, 6.500
SDSS J073723.78+332744.06,114.34908,33.46224,18.69, 0.02,DA, 28096,  181, 7.979
SDSS J162247.49+332948.29,245.69788,33.49675,18.94, 0.01,DC,  8927,  340, 7.481
SDSS J145731.13+333127.17,224.37971,33.52421,17.5, 0.00,DC, 11416,  140, 8.958
SDSS J083123.38+333148.63,127.84742,33.53017,17.73, 0.01,DA,  7380,  500, 8.644
SDSS J145202.08+333232.75,223.00867,33.54243,17.48, 0.02,DA, 31988,   97, 8.071
SDSS J074613.17+333307.67,116.55487,33.55213,15.62, 0.02,He-sdO, 49509,  292, 7.000
SDSS J162626.26+333315.01,246.60942,33.55417,17.96, 0.02,He-sdO, 50000,  298, 6.750
SDSS J162429.73+333408.15,246.12387,33.56893,18.73, 0.02,DAB, 22291,  355, 5.000
SDSS J142951.05+333437.45,217.46271,33.57707,18.61, 0.02,DA, 18403,  123, 8.162
SDSS J124310.58+343358.39,190.79408,34.56622,17.57, 0.02,DAO, 36575,  345, 5.700
SDSS J141647.28+333539.37,214.197,33.59427,18.71, 0.02,DA, 20930,  202, 8.102
SDSS J131930.81+333554.53,199.87838,33.59848,18.52, 0.02,DB, 15499,   50, 8.138
SDSS J170040.66+333748.00,255.16942,33.63,15.68, 0.01,DAB, 30343,   91, 5.480
SDSS J074347.95+334141.32,115.94979,33.69481,19, 0.02,sdB, 29876,  354, 5.000
SDSS J111909.78+334224.77,169.79075,33.70688,18.87, 0.02,DO, 94559, 4790, 7.850
SDSS J075321.57+334308.22,118.33988,33.71895,17.98, 0.01,DA, 40099,  258, 7.292
SDSS J080806.03+334336.48,122.02513,33.7268,18.01, 0.01,DC,  9306, 1000, 9.000
SDSS J121256.24+334359.74,183.23433,33.73326,18.92, 0.02,DA, 23377,  240, 7.864
SDSS J154640.62+334644.47,236.66925,33.77902,18.8, 0.02,DA, 18614,  171, 8.055
SDSS J135709.49+334802.92,209.28954,33.80081,16.07, 0.02,DA, 15405,   36, 8.091
SDSS J142240.81+334807.95,215.67004,33.80221,18.25, 0.01,DB, 21384, 1000, 7.947
SDSS J171315.14+335115.44,258.31308,33.85429,18.96, 0.02,DA, 11356,  274, 9.630
SDSS J155920.77+335511.57,239.83654,33.91988,18.04, 0.02,DA, 80218, 3123, 7.883
SDSS J150918.45+340044.60,227.32688,34.01239,17.48, 0.02,DA, 20915,  113, 7.941
SDSS J075129.40+340128.34,117.8725,34.02454,18.01, 0.01,DA, 24840,  138, 8.089
SDSS J093958.64+340152.44,144.99433,34.03123,18.91, 0.01,DC:, 10296, 2000, 6.500
SDSS J173533.37+340526.75,263.88904,34.09076,19, 0.01,DC:, 10000,  300, 6.500
SDSS J171922.43+340651.88,259.84346,34.11441,17.73, 0.02,DA, 17419,   80, 7.995
SDSS J151628.37+340657.56,229.11821,34.11599,17, 0.01,He-sdO, 50000,   50, 7.000
SDSS J155316.76+341120.62,238.31983,34.18906,17.31, 0.02,DA, 16473,   14, 8.079
SDSS J122852.38+341213.64,187.21825,34.20379,18.26, 0.03,DA, 21813,  171, 7.552
SDSS J160325.52+341237.44,240.85633,34.2104,16.89, 0.02,He-sdO, 92989, 4804, 6.240
SDSS J163557.65+341427.06,248.99021,34.24085,16.92, 0.02,sdB, 31092,  115, 5.590
SDSS J170356.68+341504.97,255.98617,34.25138,16.54, 0.01,sdB, 28588,  146, 5.000
SDSS J133410.61+341825.52,203.54421,34.30709,18.15, 0.01,DA, 21814,  168, 8.040
SDSS J163322.86+341835.46,248.34525,34.30985,18.52, 0.02,DB, 18357,  140, 7.769
SDSS J142552.50+341928.52,216.46875,34.32459,18.4, 0.02,DA, 20726,  178, 7.539
SDSS J172355.83+342220.89,260.98262,34.37247,17.05, 0.02,sdB, 31054,  153, 5.630
SDSS J110245.13+342428.62,165.68804,34.40795,17.76, 0.03,DA,  6000,   39, 5.000
SDSS J152208.02+342502.86,230.53342,34.41746,18.31, 0.02,He-sdB, 45818,   42, 7.000
SDSS J135228.45+342906.04,208.11854,34.48501,17.2, 0.02,DB, 11605,   46, 8.000
SDSS J074806.15+342927.71,117.02563,34.49103,17.11, 0.02,sdO, 34549,  149, 5.592
SDSS J153133.11+343327.47,232.88796,34.55763,15.88, 0.02,DO, 70000, 7500, 8.000
SDSS J155511.87+343350.58,238.79946,34.56405,17.65, 0.02,DBA, 16639,  164, 7.969
SDSS J153021.99+343423.63,232.59162,34.57323,17.44, 0.02,DAB:, 11803,   55, 7.000
SDSS J160231.31+343619.51,240.63046,34.60542,18.17, 0.02,DA, 20630,  147, 8.110
SDSS J160058.02+343726.00,240.24175,34.62389,16.36, 0.02,DAB:, 30018,  125, 5.590
SDSS J113149.29+344100.85,172.95538,34.68357,15.87, 0.02,DAB, 23453,  131, 5.000
SDSS J134914.30+344241.72,207.30958,34.71159,18.23, 0.02,DA, 18179,  121, 7.897
SDSS J163419.37+344244.82,248.58071,34.71245,16.85, 0.02,He-sdB, 41000, 5000, 6.280
SDSS J153049.64+344434.74,232.70683,34.74298,18.11, 0.01,DABH, 37472, 3000, 8.523
SDSS J143740.21+344713.09,219.41754,34.78697,18.73, 0.02,DA, 19161,  165, 7.918
SDSS J095052.68+344815.77,147.7195,34.80438,18.53, 0.02,DA, 20300,  208, 7.882
SDSS J170756.65+344901.67,256.98604,34.81713,16.6, 0.02,sdB, 24502,  191, 5.000
SDSS J080524.18+345359.06,121.35075,34.89974,18.46, 0.01,DA, 19143,  160, 7.905
SDSS J142204.29+345457.49,215.51788,34.91597,16.76, 0.03,DBA, 12069,   33, 8.000
SDSS J113304.32+345633.79,173.268,34.94272,18.54, 0.02,DA, 18204,  135, 8.106
SDSS J141415.06+345654.02,213.56275,34.94834,17, 0.02,DA, 16870,   10, 8.019
SDSS J164706.94+345655.82,251.77892,34.94884,18.43, 0.01,DAO/sdO, 42389,  891, 5.940
SDSS J163654.12+345801.20,249.2255,34.967,16.76, 0.02,DBAZ, 14557,   58, 8.525
SDSS J075931.48+345850.45,119.88117,34.98068,18.96, 0.02,DAH, 18341,  227, 7.510
SDSS J172520.20+345910.86,261.33417,34.98635,18.69, 0.01,DB, 15181,  101, 8.140
SDSS J105427.19+350004.50,163.61329,35.00125,18.33, 0.02,DA, 68712, 1591, 7.883
SDSS J114850.90+350425.02,177.21208,35.07362,17.35, 0.00,DB, 15362,   50, 8.137
SDSS J155642.04+350507.08,239.17517,35.0853,15.85, 0.02,DA, 25102,   90, 8.019
SDSS J105500.28+350625.20,163.75117,35.107,16.85, 0.02,DA, 14444,   90, 8.515
SDSS J094413.69+350726.51,146.05704,35.12403,18.28, 0.02,DA, 19561,  129, 7.984
SDSS J173053.87+350830.41,262.72446,35.14178,17.79, 0.01,DA, 74854, 2550, 7.528
SDSS J113659.79+350911.77,174.24912,35.15327,17.36, 0.03,sdB, 34592,  237, 5.710
SDSS J135043.88+350924.59,207.68283,35.15683,17.13, 0.02,sdB, 21752,  150, 5.000
SDSS J090320.16+351249.72,135.834,35.21381,17.58, 0.02,DA, 39469,  255, 7.957
SDSS J152250.06+351425.73,230.70858,35.24048,18.42, 0.01,DAB, 30162,  289, 5.520
SDSS J164236.25+351432.14,250.65104,35.24226,18, 0.02,DAB, 32453,  230, 5.830
SDSS J093843.88+351547.92,144.68283,35.26331,18.2, 0.02,DA, 21419,  130, 7.954
SDSS J164846.95+352042.94,252.19563,35.34526,16.22, 0.01,sdB, 29911,  160, 5.520
SDSS J075651.75+352126.39,119.21563,35.35733,18.7, 0.01,DA, 22233,  201, 8.064
SDSS J161701.34+352319.64,244.25558,35.38879,18.61, 0.02,DBA, 16825,   97, 7.920
SDSS J103102.22+352646.06,157.75925,35.44613,18.8, 0.01,DC, 11801, 1000, 9.000
SDSS J154826.60+352907.64,237.11083,35.48546,17.17, 0.00,DA, 18577,   80, 8.118
SDSS J091137.59+353035.24,137.90662,35.50979,17.81, 0.02,He-sdB, 37696,  564, 5.620
SDSS J162825.88+353204.99,247.10783,35.53472,18.38, 0.01,DAO/sdO, 78261, 5590, 6.310
SDSS J170751.90+353239.97,256.96625,35.54444,16.29, 0.00,DAH, 23491, 1000, 9.332
SDSS J104314.98+353519.64,160.81242,35.58879,16.98, 0.02,DA, 24638,  118, 7.608
SDSS J103209.75+353540.96,158.04063,35.59471,17.76, 0.04,DA+M3, 29387,  226, 8.070
SDSS J115358.81+353928.84,178.49504,35.65801,16.27, 0.02,A/DAZ, 31111,   58, 5.560
SDSS J171744.88+354054.52,259.437,35.68181,17.44, 0.01,DA, 17539,   95, 8.119
SDSS J142122.71+354232.26,215.34463,35.70896,18.97, 0.02,DA, 18561,  162, 7.867
SDSS J133154.09+354503.85,202.97538,35.75107,17.1, 0.02,DA, 38080,  171, 8.089
SDSS J133015.67+354742.14,202.56529,35.79504,16.56, 0.04,DBA, 11447,   33, 8.000
SDSS J113114.44+355007.19,172.81017,35.83533,18.12, 0.02,DAH:, 18000,  180, 7.970
SDSS J120841.91+355024.86,182.17462,35.84024,18.79, 0.02,AMCVn, 11099,  154, 9.940
SDSS J162451.24+355127.94,246.2135,35.85776,18.44, 0.01,DA, 60746, 1665, 8.090
SDSS J095951.46+355244.29,149.96442,35.87897,17.9, 0.02,DA, 19586,  100, 7.960
SDSS J152815.21+355849.37,232.06338,35.98038,18.72, 0.01,DA, 28063,  190, 7.894
SDSS J151622.01+355945.17,229.09171,35.99588,18.42, 0.01,DA, 16877,  149, 7.982
SDSS J115006.57+360018.25,177.52738,36.00507,15.81, 0.02,sdB, 22440,  120, 5.000
SDSS J104406.19+360046.37,161.02579,36.01288,17.54, 0.04,DA, 11350,   39, 8.401
SDSS J113151.72+360130.72,172.9655,36.0252,18.8, 0.02,DA, 20026,  249, 8.021
SDSS J122304.64+360234.04,185.76933,36.04279,17.89, 0.03,DA, 14682,  164, 9.076
SDSS J095437.82+360617.06,148.65758,36.10474,17.76, 0.04,DA, 81601, 2559, 7.966
SDSS J101833.67+360701.99,154.64029,36.11722,18.95, 0.02,DA, 17217,   90, 7.993
SDSS J150602.91+360731.58,226.51212,36.12544,18.46, 0.02,DA, 18773,  162, 8.004
SDSS J092357.22+360837.32,140.98842,36.1437,15.77, 0.02,DA, 26255,   82, 7.716
SDSS J161547.53+361121.52,243.94804,36.18931,18.63, 0.02,DA, 21815,  201, 8.067
SDSS J160233.32+361345.48,240.63883,36.2293,18.49, 0.02,DAB, 48508,  187, 7.010
SDSS J135418.18+361457.12,208.57575,36.2492,18.97, 0.01,DC,  9956,  500, 9.000
SDSS J152800.53+361510.81,232.00221,36.253,18.08, 0.01,DA, 19522,  120, 8.021
SDSS J110708.12+361631.57,166.78383,36.27544,18.34, 0.01,DB, 20564,  310, 7.954
SDSS J172736.02+361706.40,261.90008,36.28511,18.67, 0.01,A/sdB, 31022,  281, 5.506
SDSS J164201.51+361726.16,250.50629,36.2906,14.72, 0.00,A/DA:Z2, 21952,  163, 5.974
SDSS J171120.65+361953.33,257.83604,36.33148,17.6, 0.02,DAH:, 19874,  133, 8.710
SDSS J172854.34+361958.62,262.22642,36.33295,16.88, 0.01,PG1159-O(He),100000,10000, 5.000
SDSS J162535.79+362039.26,246.39912,36.34424,18.31, 0.01,DAB, 32495,  272, 5.960
SDSS J114133.11+362051.07,175.38796,36.34752,18.93, 0.01,DC,  9951, 1000, 9.000
SDSS J081640.91+362148.71,124.17046,36.36353,18.76, 0.03,DA, 18955,  157, 8.393
SDSS J123512.97+362323.39,188.80404,36.38983,18.25, 0.03,DA:,  7551,   36, 7.876
SDSS J105510.00+362429.12,163.79167,36.40809,17.52, 0.02,DA, 16622,   72, 8.093
SDSS J143437.50+362446.00,218.65625,36.41278,19, 0.01,DC,  9654,  240, 6.927
SDSS J142307.87+362454.00,215.78279,36.415,18.01, 0.01,DBA, 13643,   45, 8.000
SDSS J160623.21+363005.51,241.59671,36.50153,18.39, 0.02,He-sdB, 35443,  399, 5.000
SDSS J171536.37+363040.32,258.90154,36.5112,18.12, 0.02,DA, 18634,  106, 8.137
SDSS J165826.66+363341.17,254.61108,36.56144,18.41, 0.01,DA, 21590,  170, 7.960
SDSS J082829.17+363418.69,127.12154,36.57186,17.1, 0.00,DB, 16146,   40, 8.043
SDSS J170343.48+363634.27,255.93117,36.60952,19, 0.01,B/sdB, 33158,  414, 5.520
SDSS J164050.80+363650.94,250.21167,36.61415,17.11, 0.02,DAO/sdO, 42568,  611, 5.640
SDSS J093849.68+363839.88,144.707,36.64441,18.17, 0.01,DBA, 18745,  200, 7.968
SDSS J154100.53+363840.96,235.25221,36.64471,17.46, 0.02,sdO, 41447,  648, 5.700
SDSS J125159.47+364033.56,192.99779,36.67599,17.37, 0.02,DA, 18738,   67, 7.985
SDSS J165219.82+364110.50,253.08258,36.68625,18.55, 0.02,DA, 39207,  423, 8.209
SDSS J164125.48+364116.01,250.35617,36.68778,18.45, 0.02,A/sdB, 32630,  439, 5.794
SDSS J123254.25+364405.21,188.22604,36.73478,16.55, 0.01,DA, 19241,   74, 8.005
SDSS J144926.04+364410.64,222.3585,36.73629,18.27, 0.02,DAH:, 17703,  143, 8.050
SDSS J103758.12+364505.80,159.49217,36.75161,18.63, 0.02,DA, 25149,  173, 8.111
SDSS J100041.42+364507.63,150.17258,36.75212,16.78, 0.04,DAB, 26264,  164, 5.000
SDSS J133511.56+364659.95,203.79817,36.78332,17.44, 0.03,DA, 20849,  144, 7.706
SDSS J151803.67+364703.70,229.51529,36.78436,17.42, 0.01,DA, 17335,   80, 8.119
SDSS J121255.89+364711.65,183.23288,36.78657,18.96, 0.03,DA, 12311,  129, 8.506
SDSS J171533.85+365214.81,258.89104,36.87078,17.26, 0.01,sdB, 25339,  229, 5.000
SDSS J130301.27+365308.12,195.75529,36.88559,17.38, 0.02,DA, 16124,   90, 8.098
SDSS J171916.97+365326.70,259.82071,36.89075,17.62, 0.02,PG1159-O(He),100000,20000, 5.500
SDSS J161928.28+365403.20,244.86783,36.90089,18.63, 0.01,DA, 17003,   17, 7.958
SDSS J074955.33+365521.25,117.48054,36.92257,16.53, 0.01,DA, 27191,   64, 8.222
SDSS J082227.11+365753.68,125.61296,36.96491,18.89, 0.02,DA, 21903,  206, 8.066
SDSS J171403.75+365810.56,258.51562,36.9696,18.69, 0.02,DBAZ, 12664,  180, 8.300
SDSS J145815.90+370017.50,224.56625,37.00486,17, 0.01,He-sdO, 50000, 5000, 6.500
SDSS J153213.67+370104.94,233.05696,37.01804,17.39, 0.02,CV, 11245,  226, 9.450
SDSS J165008.20+370109.91,252.53417,37.01942,15.61, 0.01,DA, 45048,  315, 8.180
SDSS J160214.44+370137.74,240.56017,37.02715,18.67, 0.01,DA, 16099,  110, 8.077
SDSS J094154.30+370140.91,145.47625,37.02803,18.19, 0.02,DA,  7646,   30, 5.880
SDSS J140108.46+370255.21,210.28525,37.04867,18.07, 0.02,DA,  8497,   18, 8.215
SDSS J171226.37+370324.77,258.10987,37.05688,18.98, 0.02,DA, 20546,  301, 7.870
SDSS J145759.44+370556.87,224.49767,37.09913,18.92, 0.02,DA, 20369,  306, 8.028
SDSS J082120.78+370823.56,125.33658,37.13988,18.62, 0.01,DC,  9957,  290, 8.251
SDSS J101800.81+370840.64,154.50338,37.14462,18.47, 0.01,DBZ:, 15251,   94, 8.071
SDSS J113205.55+370847.36,173.02312,37.14649,17.58, 0.02,DA, 30663,  111, 7.623
SDSS J151918.27+370849.15,229.82612,37.14699,16.03, 0.00,DA, 26429,  139, 8.030
SDSS J093956.90+371026.37,144.98708,37.17399,17.84, 0.01,DAB, 12112,  188, 8.723
SDSS J110331.92+371144.23,165.883,37.19562,16.76, 0.04,DA, 25229,  109, 8.028
SDSS J124542.40+371205.22,191.42667,37.20145,16.88, 0.02,DA, 22146,   80, 7.821
SDSS J161023.39+371315.74,242.59746,37.22104,16.52, 0.02,He-sdO, 49412,   48, 7.000
SDSS J075944.98+371503.17,119.93742,37.25088,16.04, 0.01,sdO, 33180,   87, 5.460
SDSS J145104.16+371541.87,222.76733,37.26163,18.5, 0.02,DA, 17609,  131, 8.025
SDSS J145840.74+371613.55,224.66975,37.27043,18.46, 0.01,DA, 10172,   42, 8.416
SDSS J164512.58+371900.34,251.30242,37.31676,16.73, 0.02,sdO, 33267,  198, 5.600
SDSS J074439.19+372140.29,116.16329,37.36119,17.29, 0.00,DB+M, 13415, 1000, 8.327
SDSS J150156.66+372547.32,225.48608,37.42981,18.25, 0.01,DA, 19628,  173, 7.989
SDSS J084121.92+372619.68,130.34133,37.4388,16.84, 0.01,DA, 20587,   71, 8.026
SDSS J112217.88+372652.80,170.5745,37.448,15.65, 0.02,DAO, 35493,  125, 5.000
SDSS J101838.75+372657.59,154.66146,37.44933,17.7, 0.02,DAZ, 12121,  128, 9.890
SDSS J133151.38+372754.79,202.96408,37.46522,18.26, 0.03,DQ, 16700,  300, 8.500
SDSS J092116.04+372943.38,140.31683,37.49538,18.96, 0.01,DBA, 11792,  119, 8.000
SDSS J170747.88+373038.59,256.9495,37.51072,19, 0.02,DA, 23573,  326, 7.995
SDSS J170239.44+373131.35,255.66433,37.52537,18.63, 0.01,DA, 34509,  230, 7.721
SDSS J104804.53+373247.80,162.01888,37.54661,18.64, 0.02,DA, 20694,  187, 7.965
SDSS J075247.31+373433.17,118.19712,37.57588,17.57, 0.01,DA, 21803,   90, 8.189
SDSS J163310.56+373554.78,248.294,37.59855,18.62, 0.01,DAB, 34286,  443, 5.510
SDSS J171720.52+373605.83,259.3355,37.60162,17.91, 0.02,DO, 60000, 5000, 7.750
SDSS J132336.77+373711.68,200.90321,37.61991,18.6, 0.02,DA, 16244,  106, 8.065
SDSS J133713.95+374007.64,204.30812,37.66879,18.69, 0.02,DA, 17500,  163, 7.566
SDSS J163133.89+374053.98,247.89121,37.68166,18.79, 0.02,DB, 19000,  207, 7.868
SDSS J152648.60+374100.05,231.7025,37.68335,17.54, 0.01,DA, 20110,  110, 8.062
SDSS J161555.22+374105.42,243.98008,37.68484,16.86, 0.02,He-sdO, 49900,   16, 6.763
SDSS J084022.37+374250.98,130.09321,37.71416,17.62, 0.02,DA, 13424,   98, 8.519
SDSS J123807.42+374322.47,189.53092,37.72291,18.94, 0.01,Dox, 12000, 1000, 7.500
SDSS J162034.43+374347.35,245.14346,37.72982,18.01, 0.01,DA, 19023,  127, 7.925
SDSS J080438.99+374435.77,121.16246,37.74327,18.71, 0.02,DA, 22950,  192, 8.160
SDSS J170035.85+374528.07,255.14937,37.7578,18.87, 0.01,sdO: He-sdO, 40679, 3000, 6.500
SDSS J094552.63+374533.91,146.46929,37.75942,18.81, 0.02,He-sdB, 38444, 1114, 5.230
SDSS J172119.37+374538.59,260.33071,37.76072,17.61, 0.01,sdO, 36735,  375, 5.600
SDSS J113117.51+374740.06,172.82296,37.79446,18.64, 0.03,DA, 22527,  226, 7.334
SDSS J164648.00+374758.78,251.7,37.79966,17.13, 0.02,sdB, 21771,  169, 5.000
SDSS J084218.72+374859.33,130.578,37.81648,16.13, 0.03,DA, 19993,   57, 8.390
SDSS J151616.34+374912.06,229.06808,37.82002,18, 0.01,DA, 21539,  140, 8.055
SDSS J162051.03+375059.35,245.21263,37.84982,18.76, 0.01,DAO/sdO, 43500, 1500, 5.830
SDSS J134441.85+375445.63,206.17437,37.91268,18.54, 0.01,DAH,  6078,   67, 8.376
SDSS J134441.86+375445.69,206.17442,37.91269,18.54, 0.01,DAH:,  6473,  500, 7.864
SDSS J133532.60+375535.87,203.88583,37.92663,18.31, 0.01,DA, 19147,  159, 8.040
SDSS J102646.32+375539.00,156.693,37.9275,17.97, 0.02,DA, 21499,  141, 8.238
SDSS J121735.90+375824.92,184.39958,37.97359,15.4, 0.02,sdB, 30000,   54, 5.000
SDSS J132240.62+375851.82,200.66925,37.98106,18.61, 0.03,DA, 29202,  168, 7.955
SDSS J162912.30+375952.66,247.30125,37.99796,18.25, 0.02,DA, 17797,   73, 8.204
SDSS J091322.69+380116.90,138.34454,38.02136,18.69, 0.02,DA, 77061, 3794, 7.953
SDSS J074458.75+380301.55,116.24479,38.05043,17.58, 0.01,DA, 72189, 1266, 8.200
SDSS J171142.45+380525.30,257.92687,38.09036,17.36, 0.02,He-sdO, 50000,   99, 7.010
SDSS J135911.25+380659.04,209.79688,38.1164,17.95, 0.02,DA, 19387,  109, 8.064
SDSS J171350.40+380843.14,258.46,38.14532,18.53, 0.01,DB, 17200,  112, 7.880
SDSS J164615.83+380923.90,251.56596,38.15664,16.98, 0.02,DA, 25964,  125, 8.104
SDSS J144337.01+381025.75,220.90421,38.17382,18.3, 0.02,DQ,  8836,   27, 8.000
SDSS J101001.89+381109.10,152.50788,38.18586,18.96, 0.01,DA, 18366,  128, 8.046
SDSS J153816.00+381252.26,234.56667,38.21452,17.08, 0.00,sdB, 29009,  161, 5.152
SDSS J131218.11+381535.17,198.07546,38.25977,18.69, 0.02,He-sdB, 45818,   42, 7.000
SDSS J140419.46+381813.36,211.08108,38.30371,18.78, 0.04,He-sdB, 40256,  804, 5.950
SDSS J121142.20+381823.83,182.92583,38.30662,18.6, 0.03,DA, 23945,  276, 8.101
SDSS J082618.86+381848.71,126.57858,38.31353,17.77, 0.02,DA, 20664,  108, 8.107
SDSS J171905.70+382003.26,259.77375,38.33424,18.2, 0.01,A/sdB, 32205,  253, 5.495
SDSS J125948.81+382220.24,194.95337,38.37229,17.29, 0.02,DA, 23333,  125, 7.973
SDSS J090429.15+382249.31,136.12146,38.38036,18.95, 0.01,DAH:, 45229, 1227, 7.642
SDSS J152123.36+382519.25,230.34733,38.42201,18.48, 0.01,DBA, 12301,   74, 8.000
SDSS J162554.70+382600.71,246.47792,38.43353,18.32, 0.02,DAO, 88576, 5137, 7.540
SDSS J113816.29+382635.12,174.56787,38.44309,18.1, 0.03,DO, 65000,10000, 8.750
SDSS J192715.05+382718.70,291.81271,38.45519,15.35, 0.00,He-sdO, 43018, 5000, 6.790
SDSS J171810.89+382754.43,259.54537,38.46512,18.63, 0.01,DA, 54692, 1660, 7.998
SDSS J164424.24+382830.61,251.101,38.47517,16.21, 0.01,DA, 55263,  727, 7.990
SDSS J140916.12+382832.20,212.31717,38.47561,16.05, 0.02,sdBe:, 38478,  849, 5.177
SDSS J150506.24+383017.39,226.276,38.50483,16.95, 0.01,DBA, 15000,  300, 7.992
SDSS J080313.96+383037.73,120.80817,38.51048,18.19, 0.02,DAZ,  7646,   25, 6.303
SDSS J170559.94+383115.60,256.49975,38.521,18.03, 0.01,DB, 11722,   67, 8.000
SDSS J074133.09+383122.58,115.38787,38.52294,18.72, 0.02,DA, 26439,  218, 7.755
SDSS J150150.77+383147.10,225.46154,38.52975,17.83, 0.02,He-sdB, 45818,   42, 7.000
SDSS J161710.48+383306.77,244.29367,38.55188,18.97, 0.02,DAH:, 15854,  204, 8.080
SDSS J081329.81+383326.86,123.37421,38.55746,17.28, 0.02,He-sdO, 48462,   47, 7.000
SDSS J163944.64+383346.84,249.936,38.56301,17.34, 0.02,DA, 30128,  105, 8.002
SDSS J080920.82+383358.10,122.33675,38.56614,18.25, 0.03,DA, 20094,  171, 8.067
SDSS J150636.35+383656.95,226.65146,38.61582,18.38, 0.02,DA, 24192,  281, 7.773
SDSS J131124.26+383718.67,197.85108,38.62185,18.63, 0.01,DC,  6325, 1000, 9.000
SDSS J141110.99+383722.51,212.79579,38.62292,17.14, 0.02,DA, 17921,  108, 7.588
SDSS J153331.97+383824.38,233.38321,38.64011,18.3, 0.01,DA, 17642,  120, 7.975
SDSS J102439.42+383917.89,156.16425,38.65497,16.5, 0.02,sdB, 32102,  204, 5.640
SDSS J105015.01+383955.66,162.56254,38.66546,18.56, 0.01,DC,  8169, 1000, 6.500
SDSS J165249.28+384123.18,253.20533,38.68977,16.28, 0.00,DA, 40224,  230, 8.289
SDSS J112631.52+384226.06,171.63133,38.70724,18.76, 0.02,DA, 19194,  154, 8.164
SDSS J080739.44+384226.53,121.91433,38.70737,18.04, 0.01,He-sdB, 36337,  472, 5.470
SDSS J135831.85+384351.85,209.63271,38.73107,16, 0.02,DA, 24159,   85, 8.064
SDSS J150704.44+384429.90,226.7685,38.74164,18.27, 0.02,DA, 32171,  205, 7.866
SDSS J160231.62+384440.16,240.63175,38.74449,16.89, 0.01,sdO, 51639, 1217, 5.570
SDSS J165837.44+384748.05,254.656,38.79668,18.41, 0.02,sdB, 31919,  283, 5.950
SDSS J154406.51+384757.65,236.02713,38.79935,18.07, 0.01,DA, 17079,  120, 8.120
SDSS J074720.59+384910.63,116.83579,38.81962,17.75, 0.01,DAB,  7137,   15, 5.566
SDSS J132330.45+384929.10,200.87688,38.82475,18.6, 0.02,DABZ, 11283,  237, 8.320
SDSS J161345.81+384950.77,243.44088,38.83077,16.65, 0.02,He-sdO, 47547,   45, 7.070
SDSS J163913.62+384957.00,249.80675,38.8325,17.14, 0.01,sdB, 24754,  195, 5.000
SDSS J105607.14+385257.62,164.02975,38.88267,18.68, 0.01,DA,  5631, 1000, 8.000
SDSS J103033.20+385447.59,157.63833,38.91322,18.81, 0.01,DB, 20913, 1000, 8.120
SDSS J153953.06+385520.74,234.97108,38.92243,18.85, 0.01,DBZ:, 12767,  239, 8.188
SDSS J073114.94+385530.40,112.81225,38.92511,18.22, 0.02,DA, 99406, 3568, 8.601
SDSS J132709.96+385723.69,201.7915,38.95658,17.72, 0.03,DA, 20944,  107, 8.003
SDSS J142609.31+385736.46,216.53879,38.96013,18.91, 0.01,DC, 11025,  670, 8.012
SDSS J154358.00+385959.20,235.99167,38.99978,18.56, 0.01,DC,  9449,  280, 7.975
SDSS J154357.98+385959.37,235.99158,38.99983,18.56, 0.01,DC,  9200, 1000, 8.000
SDSS J075205.12+390112.79,118.02133,39.02022,18.72, 0.02,DA, 21581,  185, 8.007
SDSS J101612.78+390115.06,154.05325,39.02085,17.61, 0.03,DA, 21717,  118, 8.323
SDSS J145330.84+390245.31,223.3785,39.04592,18.05, 0.02,DAH:, 17635,  148, 7.990
SDSS J111621.61+390254.31,169.09004,39.04842,17.75, 0.02,sdB, 29560,  243, 5.530
SDSS J171907.09+390449.19,259.77954,39.08033,18.2, 0.02,DA, 47796,  837, 8.254
SDSS J073756.46+390753.26,114.48525,39.13146,18.46, 0.02,DA, 77493, 2101, 8.265
SDSS J072339.12+390839.00,110.913,39.14417,17.79, 0.01,DQ,  9033,   28, 8.000
SDSS J130527.73+390927.53,196.36554,39.15765,18.78, 0.01,CV,  7000, 1000, 7.852
SDSS J072929.52+391011.61,112.373,39.16989,15.75, 0.00,DA, 13240,   60, 8.047
